"USE THESE AUTHORS																																																																																																																																																																												"
"Maherali	 N.	 #	 Sridharan	 R.	 #	 Xie	 W.	 #	 Utikal	 J.	 #	 Eminli	 S.	 #	 Arnold	 K.	 #	 Stadtfeld	 M.	 #	 Yachechko	 R.	 #	 Tchieu	 J.	 #	 Jaenisch	 R.	 #	 Plath	 K.	 #	 Hochedlinger	 K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Qi	 J.	 #	 Singh	 S.	 #	 Hua	 W.-K.	 #	 Cai	 Q.	 #	 Chao	 S.-W.	 #	 Li	 L.	 #	 Liu	 H.	 #	 Ho	 Y.	 #	 McDonald	 T.	 #	 Lin	 A.	 #	 Marcucci	 G.	 #	 Bhatia	 R.	 #	 Huang	 W.-J.	 #	 Chang	 C.-I.	 #	 Kuo	 Y.-H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Ye	 M.	 #	 Zhang	 H.	 #	 Yang	 H.	 #	 Koche	 R.	 #	 Staber	 P.B.	 #	 Cusan	 M.	 #	 Levantini	 E.	 #	 Welner	 R.S.	 #	 Bach	 C.S.	 #	 Zhang	 J.	 #	 Krivtsov	 A.V.	 #	 Armstrong	 S.A.	 #	 Tenen	 D.G.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Faiz	 M.	 #	 Sachewsky	 N.	 #	 Gascón	 S.	 #	 Bang	 K.W.A.	 #	 Morshead	 C.M.	 #	 Nagy	 A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Livyatan	 I.	 #	 Aaronson	 Y.	 #	 Gokhman	 D.	 #	 Ashkenazi	 R.	 #	 Meshorer	 E.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Siudeja	 K.	 #	 Nassari	 S.	 #	 Gervais	 L.	 #	 Skorski	 P.	 #	 Lameiras	 S.	 #	 Stolfa	 D.	 #	 Zande	 M.	 #	 Bernard	 V.	 #	 Frio	 T.R.	 #	 Bardin	 A.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Mazumdar	 C.	 #	 Shen	 Y.	 #	 Xavy	 S.	 #	 Zhao	 F.	 #	 Reinisch	 A.	 #	 Li	 R.	 #	 Corces	 M.R.	 #	 Flynn	 R.A.	 #	 Buenrostro	 J.D.	 #	 Chan	 S.M.	 #	 Thomas	 D.	 #	 Koenig	 J.L.	 #	 Hong	 W.-J.	 #	 Chang	 H.Y.	 #	 Majeti	 R.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Aguilo	 F.	 #	 Zhang	 F.	 #	 Sancho	 A.	 #	 Fidalgo	 M.	 #	 Di Cecilia	 S.	 #	 Vashisht	 A.	 #	 Lee	 D.-F.	 #	 Chen	 C.-H.	 #	 Rengasamy	 M.	 #	 Andino	 B.	 #	 Jahouh	 F.	 #	 Roman	 A.	 #	 Krig	 S.R.	 #	 Wang	 R.	 #	 Zhang	 W.	 #	 Wohlschlegel	 J.A.	 #	 Wang	 J.	 #	 Walsh	 M.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Mertens	 J.	 #	 Paquola	 A.C.M.	 #	 Ku	 M.	 #	 Hatch	 E.	 #	 B_hnke	 L.	 #	 Ladjevardi	 S.	 #	 McGrath	 S.	 #	 Campbell	 B.	 #	 Lee	 H.	 #	 Herdy	 J.R.	 #	 Gonçalves	 J.T.	 #	 Toda	 T.	 #	 Kim	 Y.	 #	 Winkler	 J.	 #	 Yao	 J.	 #	 Hetzer	 M.W.	 #	 Gage	 F.H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Colasante	 G.	 #	 Lignani	 G.	 #	 Rubio	 A.	 #	 Medrihan	 L.	 #	 Yekhlef	 L.	 #	 Sessa	 A.	 #	 Massimino	 L.	 #	 Giannelli	 S.G.	 #	 Sacchetti	 S.	 #	 Caiazzo	 M.	 #	 Leo	 D.	 #	 Alexopoulou	 D.	 #	 Dell'Anno	 M.T.	 #	 Ciabatti	 E.	 #	 Orlando	 M.	 #	 Studer	 M.	 #	 Dahl	 A.	 #	 Gainetdinov	 R.R.	 #	 Taverna	 S.	 #	 Benfenati	 F.	 #	 Broccoli	 V.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhang	 L.	 #	 Yin	 J.-C.	 #	 Yeh	 H.	 #	 Ma	 N.-X.	 #	 Lee	 G.	 #	 Chen	 X.A.	 #	 Wang	 Y.	 #	 Lin	 L.	 #	 Chen	 L.	 #	 Jin	 P.	 #	 Wu	 G.-Y.	 #	 Chen	 G.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Joshi	 O.	 #	 Wang	 S.-Y.	 #	 Kuznetsova	 T.	 #	 Atlasi	 Y.	 #	 Peng	 T.	 #	 Fabre	 P.J.	 #	 Habibi	 E.	 #	 Shaik	 J.	 #	 Saeed	 S.	 #	 Handoko	 L.	 #	 Richmond	 T.	 #	 Spivakov	 M.	 #	 Burgess	 D.	 #	 Stunnenberg	 H.G.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Chung	 Y.G.	 #	 Matoba	 S.	 #	 Liu	 Y.	 #	 Eum	 J.H.	 #	 Lu	 F.	 #	 Jiang	 W.	 #	 Lee	 J.E.	 #	 Sepilian	 V.	 #	 Cha	 K.Y.	 #	 Lee	 D.R.	 #	 Zhang	 Y.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Mascetti	 V.L.	 #	 Pedersen	 R.A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Giani	 F.C.	 #	 Fiorini	 C.	 #	 Wakabayashi	 A.	 #	 Ludwig	 L.S.	 #	 Salem	 R.M.	 #	 Jobaliya	 C.D.	 #	 Regan	 S.N.	 #	 Ulirsch	 J.C.	 #	 Liang	 G.	 #	 Steinberg-Shemer	 O.	 #	 Guo	 M.H.	 #	 Esko	 T.	 #	 Tong	 W.	 #	 Brugnara	 C.	 #	 Hirschhorn	 J.N.	 #	 Weiss	 M.J.	 #	 Zon	 L.I.	 #	 Chou	 S.T.	 #	 French	 D.L.	 #	 Musunuru	 K.	 #	 Sankaran	 V.G.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zismanov	 V.	 #	 Chichkov	 V.	 #	 Colangelo	 V.	 #	 Jamet	 S.	 #	 Wang	 S.	 #	 Syme	 A.	 #	 Koromilas	 A.E.	 #	 Crist	 C.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Chiacchiera	 F.	 #	 Rossi	 A.	 #	 Jammula	 S.	 #	 Piunti	 A.	 #	 Scelfo	 A.	 #	 Ordóñez-Morán	 P.	 #	 Huelsken	 J.	 #	 Koseki	 H.	 #	 Pasini	 D.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Krishnakumar	 R.	 #	 Chen	 A.F.	 #	 Pantovich	 M.G.	 #	 Danial	 M.	 #	 Parchem	 R.J.	 #	 Labosky	 P.A.	 #	 Blelloch	 R.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Respuela	 P.	 #	 Nikoli_	 M.	 #	 Tan	 M.	 #	 Frommolt	 P.	 #	 Zhao	 Y.	 #	 Wysocka	 J.	 #	 Rada-Iglesias	 A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Steinbeck	 J.A.	 #	 Jaiswal	 M.K.	 #	 Calder	 E.L.	 #	 Kishinevsky	 S.	 #	 Weishaupt	 A.	 #	 Toyka	 K.V.	 #	 Goldstein	 P.A.	 #	 Studer	 L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Wagner	 J.E.	 #	 Brunstein	 C.G.	 #	 Boitano	 A.E.	 #	 Defor	 T.E.	 #	 McKenna	 D.	 #	 Sumstad	 D.	 #	 Blazar	 B.R.	 #	 Tolar	 J.	 #	 Le	 C.	 #	 Jones	 J.	 #	 Cooke	 M.P.	 #	 Bleul	 C.C.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Bu	 P.	 #	 Wang	 L.	 #	 Chen	 K.-Y.	 #	 Srinivasan	 T.	 #	 Murthy	 P.K.L.	 #	 Tung	 K.-L.	 #	 Varanko	 A.K.	 #	 Chen	 H.J.	 #	 Ai	 Y.	 #	 King	 S.	 #	 Lipkin	 S.M.	 #	 Shen	 X.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Tetteh	 P.W.	 #	 Basak	 O.	 #	 Farin	 H.F.	 #	 Wiebrands	 K.	 #	 Kretzschmar	 K.	 #	 Begthel	 H.	 #	 Van Den Born	 M.	 #	 Korving	 J.	 #	 de Sauvage	 F.J.	 #	 Van Es	 J.H.	 #	 Van Oudenaarden	 A.	 #	 Clevers	 H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Qian	 P.	 #	 He	 X.C.	 #	 Paulson	 A.	 #	 Li	 Z.	 #	 Tao	 F.	 #	 Perry	 J.M.	 #	 Guo	 F.	 #	 Zhao	 M.	 #	 Zhi	 L.	 #	 Venkatraman	 A.	 #	 Haug	 J.S.	 #	 Parmely	 T.	 #	 Li	 H.	 #	 Dobrowsky	 R.T.	 #	 Ding	 W.-X.	 #	 Kono	 T.	 #	 Ferguson-Smith	 A.C.	 #	 Li	 L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Boonsanay	 V.	 #	 Zhang	 T.	 #	 Georgieva	 A.	 #	 Kostin	 S.	 #	 Qi	 H.	 #	 Yuan	 X.	 #	 Zhou	 Y.	 #	 Braun	 T.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Webster	 M.T.	 #	 Manor	 U.	 #	 Lippincott-Schwartz	 J.	 #	 Fan	 C.-M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Lamm	 N.	 #	 Ben-David	 U.	 #	 Golan-Lev	 T.	 #	 Storchová	 Z.	 #	 Benvenisty	 N.	 #	 Kerem	 B.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Ji	 X.	 #	 Dadon	 D.B.	 #	 Powell	 B.E.	 #	 Fan	 Z.P.	 #	 Borges-Rivera	 D.	 #	 Shachar	 S.	 #	 Weintraub	 A.S.	 #	 Hnisz	 D.	 #	 Pegoraro	 G.	 #	 Lee	 T.I.	 #	 Misteli	 T.	 #	 Jaenisch	 R.	 #	 Young	 R.A.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Sanchez	 C.G.	 #	 Teixeira	 F.K.	 #	 Czech	 B.	 #	 Preall	 J.B.	 #	 Zamparini	 A.L.	 #	 Seifert	 J.R.K.	 #	 Malone	 C.D.	 #	 Hannon	 G.J.	 #	 Lehmann	 R.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Pastor	 W.A.	 #	 Chen	 D.	 #	 Liu	 W.	 #	 Kim	 R.	 #	 Sahakyan	 A.	 #	 Lukianchikov	 A.	 #	 Plath	 K.	 #	 Jacobsen	 S.E.	 #	 Clark	 A.T.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhou	 Q.	 #	 Wang	 M.	 #	 Yuan	 Y.	 #	 Wang	 X.	 #	 Fu	 R.	 #	 Wan	 H.	 #	 Xie	 M.	 #	 Liu	 M.	 #	 Guo	 X.	 #	 Zheng	 Y.	 #	 Feng	 G.	 #	 Shi	 Q.	 #	 Zhao	 X.-Y.	 #	 Sha	 J.	 #	 Zhou	 Q.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Rao	 J.	 #	 Pfeiffer	 M.J.	 #	 Frank	 S.	 #	 Adachi	 K.	 #	 Piccini	 I.	 #	 Quaranta	 R.	 #	 Araúzo-Bravo	 M.J.	 #	 Schwarz	 J.	 #	 Schade	 D.	 #	 Leidel	 S.	 #	 Schöler	 H.R.	 #	 Seebohm	 G.	 #	 Greber	 B.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Lalit	 P.A.	 #	 Salick	 M.R.	 #	 Nelson	 D.O.	 #	 Squirrell	 J.M.	 #	 Shafer	 C.M.	 #	 Patel	 N.G.	 #	 Saeed	 I.	 #	 Schmuck	 E.G.	 #	 Markandeya	 Y.S.	 #	 Wong	 R.	 #	 Lea	 M.R.	 #	 Eliceiri	 K.W.	 #	 Hacker	 T.A.	 #	 Crone	 W.C.	 #	 Kyba	 M.	 #	 Garry	 D.J.	 #	 Stewart	 R.	 #	 Thomson	 J.A.	 #	 Downs	 K.M.	 #	 Lyons	 G.E.	 #	 Kamp	 T.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhang	 Y.	 #	 Cao	 N.	 #	 Huang	 Y.	 #	 Spencer	 C.I.	 #	 Fu	 J.-D.	 #	 Yu	 C.	 #	 Liu	 K.	 #	 Nie	 B.	 #	 Xu	 T.	 #	 Li	 K.	 #	 Xu	 S.	 #	 Bruneau	 B.G.	 #	 Srivastava	 D.	 #	 Ding	 S.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhou	 Y.	 #	 Wang	 L.	 #	 Vaseghi	 H.R.	 #	 Liu	 Z.	 #	 Lu	 R.	 #	 Alimohamadi	 S.	 #	 Yin	 C.	 #	 Fu	 J.-D.	 #	 Wang	 G.G.	 #	 Liu	 J.	 #	 Qian	 L.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Gascón	 S.	 #	 Murenu	 E.	 #	 Masserdotti	 G.	 #	 Ortega	 F.	 #	 Russo	 G.L.	 #	 Petrik	 D.	 #	 Deshpande	 A.	 #	 Heinrich	 C.	 #	 Karow	 M.	 #	 Robertson	 S.P.	 #	 Schroeder	 T.	 #	 Beckers	 J.	 #	 Irmler	 M.	 #	 Berndt	 C.	 #	 Angeli	 J.P.F.	 #	 Conrad	 M.	 #	 Berninger	 B.	 #	 Götz	 M.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Ariyachet	 C.	 #	 Tovaglieri	 A.	 #	 Xiang	 G.	 #	 Lu	 J.	 #	 Shah	 M.S.	 #	 Richmond	 C.A.	 #	 Verbeke	 C.	 #	 Melton	 D.A.	 #	 Stanger	 B.Z.	 #	 Mooney	 D.	 #	 Shivdasani	 R.A.	 #	 Mahony	 S.	 #	 Xia	 Q.	 #	 Breault	 D.T.	 #	 Zhou	 Q.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Westphalen	 C.B.	 #	 Takemoto	 Y.	 #	 Tanaka	 T.	 #	 Macchini	 M.	 #	 Jiang	 Z.	 #	 Renz	 B.W.	 #	 Chen	 X.	 #	 Ormanns	 S.	 #	 Nagar	 K.	 #	 Tailor	 Y.	 #	 May	 R.	 #	 Cho	 Y.	 #	 Asfaha	 S.	 #	 Worthley	 D.L.	 #	 Hayakawa	 Y.	 #	 Urbanska	 A.M.	 #	 Quante	 M.	 #	 Reichert	 M.	 #	 Broyde	 J.	 #	 Subramaniam	 P.S.	 #	 Remotti	 H.	 #	 Su	 G.H.	 #	 Rustgi	 A.K.	 #	 Friedman	 R.A.	 #	 Honig	 B.	 #	 Califano	 A.	 #	 Houchen	 C.W.	 #	 Olive	 K.P.	 #	 Wang	 T.C.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Sun	 X.	 #	 Chuang	 J.-C.	 #	 Kanchwala	 M.	 #	 Wu	 L.	 #	 Celen	 C.	 #	 Li	 L.	 #	 Liang	 H.	 #	 Zhang	 S.	 #	 Maples	 T.	 #	 Nguyen	 L.H.	 #	 Wang	 S.C.	 #	 Signer	 R.A.J.	 #	 Sorouri	 M.	 #	 Nassour	 I.	 #	 Liu	 X.	 #	 Xu	 J.	 #	 Wu	 M.	 #	 Zhao	 Y.	 #	 Kuo	 Y.-C.	 #	 Wang	 Z.	 #	 Xing	 C.	 #	 Zhu	 H.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Otani	 T.	 #	 Marchetto	 M.C.	 #	 Gage	 F.H.	 #	 Simons	 B.D.	 #	 Livesey	 F.J.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Zhang	 H.	 #	 Gayen	 S.	 #	 Xiong	 J.	 #	 Zhou	 B.	 #	 Shanmugam	 A.K.	 #	 Sun	 Y.	 #	 Karatas	 H.	 #	 Liu	 L.	 #	 Rao	 R.C.	 #	 Wang	 S.	 #	 Nesvizhskii	 A.I.	 #	 Kalantry	 S.	 #	 Dou	 Y.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Wang	 H.	 #	 Diao	 D.	 #	 Shi	 Z.	 #	 Zhu	 X.	 #	 Gao	 Y.	 #	 Gao	 S.	 #	 Liu	 X.	 #	 Wu	 Y.	 #	 Rudolph	 K.L.	 #	 Liu	 G.	 #	 Li	 T.	 #	 Ju	 Z.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Hur	 J.	 #	 Choi	 J.-I.	 #	 Lee	 H.	 #	 Nham	 P.	 #	 Kim	 T.-W.	 #	 Chae	 C.-W.	 #	 Yun	 J.-Y.	 #	 Kang	 J.-A.	 #	 Kang	 J.	 #	 Lee	 S.E.	 #	 Yoon	 C.-H.	 #	 Boo	 K.	 #	 Ham	 S.	 #	 Roh	 T.-Y.	 #	 Jun	 J.K.	 #	 Lee	 H.	 #	 Baek	 S.H.	 #	 Kim	 H.-S.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Sigurdsson	 V.	 #	 Takei	 H.	 #	 Soboleva	 S.	 #	 Radulovic	 V.	 #	 Galeev	 R.	 #	 Siva	 K.	 #	 Leeb-Lundberg	 L.M.F.	 #	 Iida	 T.	 #	 Nittono	 H.	 #	 Miharada	 K.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
"Young	 C.S.	 #	 Hicks	 M.R.	 #	 Ermolova	 N.V.	 #	 Nakano	 H.	 #	 Jan	 M.	 #	 Younesi	 S.	 #	 Karumbayaram	 S.	 #	 Kumagai-Cresse	 C.	 #	 Wang	 D.	 #	 Zack	 J.A.	 #	 Kohn	 D.B.	 #	 Nakano	 A.	 #	 Nelson	 S.F.	 #	 Miceli	 M.C.	 #	 Spencer	 M.J.	 #	 Pyle	 A.D.	 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #			 #		"
